Provincia;Municipio;Localidad;Codigo_postal;Direccion;Margen;Longitud;Latitud;Precio_gasolina_95;Precio_gasoleo_A;Precio_gasoleo_B;Precio_bioetanol;Precio_nuevo_gasoleo_A;Precio_biodiesel;Porc_ester_metilico;Porc_bioalcohol;Precio_gasolina_98;Precio_gas_natural_comprimido;Precio_gas_natural_licuado;Precio_gases_licuados_del_petroleo;Rotulo;Tipo_venta;Rem.;Horario
BALEARS (ILLES);FELANITX;PORTOCOLOM;07670;CALLE CRISTOFOR COLOM   P.COLOM, 33;I;3,261500;39,421000;1,185;1,095;;;;;;;;;;;REPSOL;P;dm;L-S: 07:00-20:00, D: 08:00-13:00
BALEARS (ILLES);FERRERIES;FERRERIES;07750;CALLE DELS TEULERS, 2;D;4,020917;39,987750;1,179;1,089;;;;;;;;;;;E.S. FERRERIES;P;dm;L-D: 07:00-22:00
BALEARS (ILLES);FORMENTERA;SANT FRANCESC FORMENTERA;07860;CARRETERA LA SABINA- EL PILAR KM. 4,6;I;1,445417;38,708444;1,189;1,099;;;;;;;;;;;REPSOL;P;dm;L-S: 07:00-20:30, D: 09:00-14:00
BALEARS (ILLES);FORMENTERA;SANT FRANCESC FORMENTERA;07860;CARRETERA PM-820 KM. 1,2;I;1,421972;38,722972;1,189;1,099;0,767;;1,169;;;;1,334;;;;CEPSA;P;OM;L-S: 07:00-21:00
BALEARS (ILLES);INCA;INCA;07300;AVENIDA JAIME I, 143;D;2,915333;39,716639;1,169;1,079;;;1,159;;;;1,309;;;;REPSOL;P;OM;L-D: 24H
BALEARS (ILLES);INCA;INCA;07300;CALLE LLUC  ESQUINA SELVA, INCA, S/N;D;2,911306;39,729278;1,179;1,079;;;1,149;;;;1,309;;;;BP;P;dm;L-D: 24H
BALEARS (ILLES);INCA;INCA;07300;CARRETERA PALMA-ALCUDIA CRUCE CTRA.SENCELLES KM. S/N;N;2,909222;39,711111;1,179;1,079;;;1,149;;;;1,309;;;;BP;P;dm;L-D: 24H
BALEARS (ILLES);INCA;INCA;07300;CALLE JOAN DE AUSTRIA, 72;D;2,907000;39,714194;1,119;1,029;;;1,059;;;;;;;;AUTONET&OIL;P;dm;L-D: 06:00-23:00
BALEARS (ILLES);INCA;INCA;07300;AVENIDA GENERAL LUQUE, S/N;D;2,901972;39,711556;1,179;1,089;;;1,169;;;;1,329;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);INCA;INCA;07300;CAMINO PUIG DE SANTA MAGDALENA, S/N;D;2,939861;39,731333;;;;;;;;;;;;0,669;REPSOL BUTANO;P;OM;L-V: 08:00-18:30, S: 08:30-13:00
BALEARS (ILLES);LLOSETA;LLOSETA;07360;CARRER SABATERS, SN;D;2,870417;39,703500;1,159;1,069;;;1,149;;;;1,305;;;;SHELL;P;dm;L-D: 24H
BALEARS (ILLES);LLOSETA;LLOSETA;07360;CARRETERA PM-V-211-1 KM. 1,5;D;2,865222;39,707667;1,144;1,059;;;1,129;;;;;;;;CEPSA;P;OM;L-S: 06:00-13:00 y 13:01-20:00
BALEARS (ILLES);LLUBÍ;LLUBI;07430;CARRER LA CARRETERA, 69;D;3,005889;39,698694;1,179;1,081;;;;;;;;;;;CEPSA;P;OM;L-S: 07:00-13:00 y 16:00-20:00
BALEARS (ILLES);LLUCMAJOR;LLUCMAJOR;07620;CARRETERA CABO BLANCO KM. 3,6;I;2,745556;39,477778;1,179;1,059;;;1,117;;;;1,325;;;;CEPSA;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);LLUCMAJOR;LLUCMAJOR;07620;AVENIDA CARLOS V, S/N;D;2,895222;39,485861;1,189;1,049;;;1,099;;;;1,334;;;;CEPSA;P;dm;L-D: 07:00-21:00
BALEARS (ILLES);LLUCMAJOR;LLUCMAJOR;07620;CARRETERA PALMA-PORTOPETRO KM. 23;D;2,881472;39,494556;1,189;1,049;;;1,099;;;;;;;;CEPSA;P;dm;L-D: 07:00-21:00
BALEARS (ILLES);LLUCMAJOR;LLUCMAJOR;07620;CALLE SAN CRISTOBAL, S/N;D;2,759750;39,501000;1,189;1,049;;;1,099;;;;;;;;CEPSA;P;dm;L-D: 07:00-21:00
BALEARS (ILLES);LLUCMAJOR;LLUCMAJOR;07620;CARRETERA PM-602 KM. 8,2;I;2,789389;39,493778;1,159;1,059;;;1,139;;;;1,299;;;0,699;REPSOL;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);LLUCMAJOR;ARENAL (S');07600;CARRETERA PM-602 KM. 5;D;2,831722;39,483944;1,159;1,059;;;1,139;;;;1,299;;;;REPSOL;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);MAHÓN;MAO;07703;CR ME-1 , 1,50;D;4,242861;39,889583;1,169;1,079;;;;;;;;;;0,709;REPSOL;P;OM;L-D: 24H
BALEARS (ILLES);MAHÓN;MAO;07703;AVENIDA JOSE ANSELMO CLAVE, S/N;D;4,259389;39,881972;1,129;1,059;;;;;;;;;;;CEPSA;P;OM;L-D: 24H
BALEARS (ILLES);MAHÓN;MAO;07702;ROTONDA PLAZA ABU UMAR, 1;I;4,271639;39,884278;1,129;1,059;;;;;;;;;;;CEPSA;P;OM;L-D: 24H
BALEARS (ILLES);MAHÓN;MAO;07701;CARRETERA AEROPUERTO KM. 5;D;4,227833;39,863861;1,199;1,089;0,800;;;;;;;;;;CEPSA;P;dm;L-D: 07:00-22:00
BALEARS (ILLES);MAHÓN;MAO;07714;AVENIDA CAP DE CAVALLERIA, 14;D;4,249000;39,888806;1,119;1,049;;;;;;;;;;;GALP;P;dm;L-D: 24H
BALEARS (ILLES);MAHÓN;MAO;07714;CARRER ARTRUXT, 7;D;4,246694;39,884917;1,039;0,969;;;0,999;;;;;;;;AUTONET&OIL;P;dm;L-D: 06:00-23:00
BALEARS (ILLES);MAHÓN;MAO;07714;CALLE BAJOLI ( POLIGONO INDUSTRIAL ARTRUIX ), 39;D;4,240472;39,883917;1,019;0,949;;;;;;;;;;;GMOIL;P;dm;L-D: 24H
BALEARS (ILLES);MANACOR;MANACOR;07500;CALLE JUAN MIRO, S/N;D;3,207000;39,561306;1,169;1,079;0,779;;1,149;;;;1,299;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);MANACOR;MANACOR;07500;VÍA VIA PALMA, 87 (ROTONDA HOSPITAL), 87;I;3,210528;39,577833;1,169;1,079;0,779;;1,149;;;;1,299;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);MANACOR;MANACOR;07500;CR PM-402, 1,6;D;3,220667;39,566944;1,159;1,079;0,723;;1,149;;;;1,289;;;;REPSOL;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);MANACOR;MANACOR;07500;CR C-715, 48;I;3,200528;39,574167;1,159;1,079;;;1,149;;;;1,289;;;;REPSOL;P;OM;L-S: 06:00-22:00
BALEARS (ILLES);MANACOR;MANACOR;07500;CARRETERA MA-15 KM. 44,5;D;3,159556;39,573556;;;;;;;;;;;;0,659;REPSOL BUTANO;P;OM;L-V: 07:00-19:00, S: 07:00-18:00
BALEARS (ILLES);MANACOR;PORTO CRISTO;07680;RONDA RONDA DEL OESTE, 123;I;3,339444;39,547667;1,169;1,079;0,779;;1,149;;;;1,299;;;;REPSOL;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);MANACOR;PORTO CRISTO;07680;CARRETERA PM 402 KM. 9;I;3,263111;39,561000;1,179;1,089;;;1,169;;;;1,319;;;;BP;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);MARRATXÍ;CABANETA (SA);07141;CARRER CAMÍ DE MUNTANYA ESQ CARRER CELLETERS, S/N;D;2,715056;39,618611;1,119;1,039;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00
BALEARS (ILLES);MARRATXÍ;MARRATXINET;07141;POLIGONO OLLERS, S/N;D;2,725056;39,627528;1,169;1,079;;;1,149;;;;1,309;;;;BP;P;dm;L-D: 24H
BALEARS (ILLES);MARRATXÍ;MARRATXINET;07141;CARRETERA CR C-713  PALMA-PUERTO ALCUDIA KM. 13;D;2,756889;39,647944;1,169;1,079;0,849;;1,159;;;;1,309;;;;REPSOL;P;dm;L-D: 08:00-22:00
BALEARS (ILLES);MARRATXÍ;MARRATXINET;07141;CARRETERA PALMA-PTO ALCUDIA KM. 8,9;I;2,718000;39,615806;1,169;1,079;;;1,159;;;;1,309;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);MERCADAL (ES);MERCADAL (ES);07740;CARRETERA MAHÓN - FORNELLS KM. 12,6;D;4,195611;39,977556;1,189;1,119;;;;;;;;;;;GALP;P;dm;L-D: 24H
BALEARS (ILLES);MERCADAL (ES);MERCADAL (ES);07740;CARRETERA CTRA DE MAO A CIUTADELLA ME-1 KM. 23;N;4,071667;39,984639;1,169;1,069;0,729;;1,169;;;;;;;;BP;P;dm;L-D: 24H
BALEARS (ILLES);MERCADAL (ES);MERCADAL (ES);07740;CALLE B, 35;D;4,081806;39,987722;1,139;1,039;;;;;;;;;;;CARBURANTS LOW COST;P;dm;L-D: 24H
BALEARS (ILLES);MONTUÏRI;MONTUIRI;07230;CARRETERA MA-15 KM. 29,320;I;2,988139;39,560806;1,159;1,069;0,692;;1,139;;;;1,304;;;;CEPSA;P;dm;L-S: 06:00-22:00, D: 08:00-21:00
BALEARS (ILLES);MURO;MURO;07440;CARRETERA MA-3431 KM. 0,200;I;3,052639;39,741500;1,158;1,077;;;1,159;;;;1,285;;;;REPSOL;P;dm;L-V: 07:00-21:00, S-D: 08:00-21:00
BALEARS (ILLES);MURO;MURO;07440;AVENIDA SANTA MARGARITA, 49;D;3,059583;39,729306;1,158;1,077;0,799;;;;;;1,285;;;;REPSOL;P;dm;L-S: 06:30-22:00
BALEARS (ILLES);MURO;PLATJA DE MURO;07408;CALLE CRUCERO, 12;D;3,109972;39,814250;1,159;1,079;;;1,179;;;;1,319;;;;LAS GAVIOTAS;P;dm;L-D: 08:00-16:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07004;CALLE CAPITAN SALOM, 31;D;2,652889;39,586417;1,169;1,079;;;1,159;;;;1,309;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07004;CALLE EUSEBIO ESTADA, 64;D;2,660667;39,582056;1,169;1,079;;;1,149;;;;1,299;;;;REPSOL;P;dm;L-V: 08:00-20:00, S: 08:00-14:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07004;CALLE JAUME BALMES, 44;N;2,659194;39,580194;1,126;1,047;;;1,117;;;;1,258;;;;BP BALMES;P;dm;L-D: 06:30-22:30
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07004;CALLE ALFONS EL MAGNANIM, 90;N;2,654472;39,594167;1,138;1,064;;;1,134;;;;1,268;;;;BP AMANECER;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07011;CALLE POIMA, 12;D;2,632778;39,595056;1,059;0,979;;;1,009;;;;;;;;AUTONET&OIL;P;dm;L-D: 06:00-23:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07011;CAMINO REIS, S/N;I;2,637917;39,595861;1,169;1,079;;;1,149;;;;1,289;;;;REPSOL;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07011;CAMINO VILETA (LA), S/N;D;2,630750;39,583000;1,169;1,079;;;1,149;;;;1,289;;;;REPSOL;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07014;AVENIDA JOAN MIRO, 22;D;2,626444;39,565778;1,169;1,059;;;1,129;;;;;;;;CEPSA;P;OM;L-V: 08:00-20:00, S-D: 10:00-18:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07014;CALLE ANDREA DORIA, ESQUINA SON ARMADANS, S/N;D;2,625472;39,571278;1,179;1,079;;;1,149;;;;1,319;;;;BP;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07015;AVENIDA JOAN MIRO, 238;D;2,613889;39,552444;1,169;1,069;;;1,139;;;;1,309;;;;BP;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07013;CAMI CAMI DE SON RAPINYA ESQ.CAMI DEL REIS, S/N;D;2,618722;39,584944;1,169;1,079;;;1,149;;;;1,299;;;0,659;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07013;PLAZA PROGRESO, S/N;D;2,636000;39,571861;1,169;1,079;;;1,149;;;;1,299;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07013;CALLE PASCUAL RIBOT, S/N;N;2,636444;39,579306;1,169;1,079;;;1,169;;;;1,311;;;;BP ES FORTI;P;dm;L-V: 07:00-17:00, S-D: 08:00-14:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07010;CALLE CORONEL BEORLEGUI, 49;D;2,634639;39,605028;1,169;1,079;;;1,149;;;;1,299;;;;REPSOL;P;dm;L-S: 07:00-19:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07010;CALLE CAMI SALARD, S/N;D;2,685139;39,576167;1,169;1,079;;;1,149;;;;1,299;;;0,659;REPSOL;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07010;CALLE CAMINO DE LOS REYES, 201;D;2,633472;39,593000;1,139;1,059;;;1,129;;;;1,284;;;;CEPSA;P;OM;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07120;CARRETERA C-711 PALMA-SOLLER KM. 7;D;2,663583;39,629778;1,159;1,069;;;1,149;;;;1,299;;;;REPSOL;P;OM;L-S: 07:00-22:00, D: 08:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07006;AVENIDA AMERICA, ARENAL, 18;D;2,753389;39,511639;1,179;1,059;;;1,139;;;;1,299;;;;BP;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07006;PLAZA FRANCESC GARCIA I ORELL, S/N;D;2,660472;39,573000;1,129;1,059;;;;;;;;;;;CEPSA;P;OM;L-V: 08:00-20:00, S: 08:30-13:30
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07006;AVENIDA GABRIEL ALOMAR Y VILLALONGA, S/N;D;2,656778;39,566528;1,165;1,075;;;1,145;;;;1,295;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07006;CALLE MANUEL AZAÑA, 5;N;2,663500;39,565194;1,109;1,029;;;1,069;;;;1,259;;;;GALP;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07007;AVENIDA CARDENAL ROSELL,, S/N;N;2,704222;39,552167;1,119;1,049;;;1,079;;;;1,279;;;;CARREFOUR;P;dm;L-S: 08:00-22:00, D: 09:00-21:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07007;CARRER DE SON PENDOLA, 1;D;2,680000;39,566222;1,059;0,979;;;1,009;;;;;;;;AUTONET&OIL;P;dm;L-D: 06:00-23:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07007;CALLE HORT DE SES ÀNIMES, 23;D;2,685778;39,567083;1,088;1,028;;;1,108;;;;1,238;;;;SHELL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07007;CALLE LLUCMAJOR, 109;I;2,678639;39,559083;1,159;1,079;;;1,169;;;;1,301;;;;BP LLUCMAJOR;P;OM;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07007;CALLE LLUCMAJOR, 148;D;2,682333;39,557861;1,159;1,079;;;1,149;;;;1,289;;;;REPSOL;P;OM;L-S: 07:00-23:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07007;CL CAMINO CA,N PASTILLA, 37 (CAMNIO CAN PASTILLA 37);I;2,703083;39,547750;1,159;1,079;;;1,149;;;;1,289;;;;REPSOL;P;OM;L-V: 06:00-20:00, S: 08:00-16:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07007;CARRETERA C-715 KM. 2,7;D;2,688333;39,570083;1,149;1,069;;;1,139;;;;1,279;;;;REPSOL;P;OM;L-V: 06:00-20:00, S-D: 08:00-16:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07008;CALLE SANT IGNASI, 68;D;2,675944;39,574389;1,159;1,069;;;1,149;;;;1,299;;;;REPSOL;P;OM;L-V: 08:00-16:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07008;CALLE ARAGON, 217;I;2,676472;39,589167;1,165;1,075;;;1,145;;;;1,295;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07008;CALLE GABRIEL ALZAMORA, 25;D;2,674778;39,589306;1,079;0,999;;;;;;;;;;;PETROEST;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07008;CALLE ARAGON, 180;D;2,671556;39,584278;1,165;1,075;;;1,145;;;;1,295;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07008;CALLE BINIAMAR, 16;D;2,678806;39,581722;1,129;1,059;;;1,129;;;;1,274;;;;CEPSA;P;OM;L-V: 09:00-14:00 y 16:00-21:00, S: 09:00-15:00 y 17:00-21:00, D: 10:00-20:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CARRETERA VIEJA DE BUÑOLA KM. 15;D;2,668944;39,593333;1,129;1,059;;;1,129;;;;1,274;;;;CEPSA;P;OM;L-V: 07:00-15:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE GREMI CIRUGIANS I BARBERS, 11;D;2,658250;39,600639;1,079;0,999;;;;;;;;;;;PETROEST;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE CAMI VELL DE NUBYOLA, S/N;D;2,674917;39,602361;1,169;1,079;;;1,149;;;;1,299;;;;REPSOL;P;dm;L-S: 06:00-20:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE GREMI SUCRERS Y CANDELERS, 5;D;2,656056;39,606667;1,169;1,079;;;1,149;;;;1,299;;;0,659;REPSOL;P;dm;L-S: 06:00-22:00, D: 06:00-14:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;GRAN VÍA ASIMA, 23;D;2,667889;39,607194;1,099;1,019;;;;;;;;;;;GALP;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE GREMI SELLETERS I BASTERS, 12;N;2,658472;39,605528;1,065;0,989;;;;;;;;;;0,635;SET&GO;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE GUADIANA, 45;N;2,673639;39,591583;1,109;1,029;;;1,119;;;;1,259;;;;SHELL;P;OM;L-S: 08:30-19:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE CALA BLANCA,, 9;D;2,676389;39,597222;1,159;1,069;;;1,149;;;;1,299;;;;REPSOL;P;OM;L-S: 07:00-20:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE GREMI DE SUCRERS I CANDELERS, 24;D;2,663944;39,610917;1,159;1,069;;;1,149;;;;1,299;;;;PETRONOR;P;OM;L-V: 06:30-17:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07009;CALLE MUSICO ISAAC ALBENIZ, S/N;D;2,662056;39,586306;1,137;1,063;;;1,133;;;;1,267;;;;BP;P;dm;L-V: 05:30-21:30
BALEARS (ILLES);PALMA DE MALLORCA;CAN PASTILLA;07610;CALLE TRAMUNTANA, S/N;D;2,719972;39,536722;1,169;1,079;;;1,169;;;;1,309;;;;BP;P;dm;L-S: 05:30-21:30
BALEARS (ILLES);PALMA DE MALLORCA;CAN PASTILLA;07610;CALLE MANUELA DE LOS HERREROS, 15;N;2,727250;39,532722;1,169;1,079;;;1,169;;;;1,321;;;;BP PLAYA DE PALMA;P;dm;L-V: 07:00-17:00, S-D: 08:00-14:00
BALEARS (ILLES);PALMA DE MALLORCA;PLATJA DE PALMA;07610;CAMINO SON FANGOS, 151;D;2,735000;39,535472;1,169;1,069;;;1,129;;;;1,309;;;0,699;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;PLATJA DE PALMA;07608;CAMINO DE LAS MARAVILLA, S/N;D;2,749361;39,521167;1,189;1,049;;;1,099;;;;;;;;CEPSA;P;dm;L-D: 07:00-21:00
BALEARS (ILLES);PALMA DE MALLORCA;SON SANT JOAN;07198;CALLE MANACOR, 336;D;2,721056;39,571194;1,169;1,079;0,819;;1,159;;;;1,299;;;;REPSOL;P;dm;L: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;SON SANT JOAN;07198;CAMI LA MILANA, 49;D;2,720917;39,565639;;;;;;;;;;;;0,698;REPSOL BUTANO;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;SON SANT JOAN;07199;CARRETERA LLUCMAJOR, KM10 KM. 10;D;2,750694;39,534972;1,175;1,069;0,889;;1,139;;;;;;;;CEPSA;P;dm;L-S: 07:00-15:00
BALEARS (ILLES);PALMA DE MALLORCA;CASA BLANCA (SA);07198;CALLE MANACOR, 309;I;2,714194;39,572528;1,169;1,079;;;1,149;;;;1,299;;;;REPSOL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;CASA BLANCA (SA);07198;CTA. MANACOR C-715 km 6.7;N;2,735833;39,570556;1,159;1,069;;;1,149;;;;1,305;;;;SHELL;P;dm;L-D: 24H
BALEARS (ILLES);PALMA DE MALLORCA;ARANJASSA (S');07199;CARRETERA 10, CAMINO DE CAN CAPO, SŽARANJASSA KM. 717;D;2,736056;39,535306;1,179;1,079;;;1,149;;;;1,319;;;;BP;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);PALMA DE MALLORCA;PALMA;07611;AE VIAL SALIDA AEROPUERTO, S.N.;D;2,722944;39,545917;1,159;1,079;0,818;;1,139;;;;1,269;;;0,699;REPSOL;P;OM;L-D: 24H
BALEARS (ILLES);PETRA;PETRA;07520;CARRETERA C-715 KM. 42,5;I;3,133833;39,576111;1,164;1,069;;;1,139;;;;;;;;CEPSA;P;OM;L-V: 07:00-17:00
BALEARS (ILLES);PETRA;PETRA;07520;CARRETERA PM-334 KM. 1,1;D;3,109028;39,625889;1,198;1,078;0,799;;1,158;;;;1,349;;;;REPSOL;P;dm;L-S: 06:30-21:00, D: 07:00-21:00
BALEARS (ILLES);POBLA (SA);POBLA (SA);07420;CALLE TRAJINERS, SN;I;3,016944;39,771472;1,169;1,081;0,689;;1,142;;;;1,314;;;;CEPSA;P;OM;L-S: 06:00-21:00
BALEARS (ILLES);POBLA (SA);POBLA (SA);07420;CALLE JOAN PIZA I MASSANET, 5;N;3,023944;39,775028;1,109;1,019;;;;;;;;;;;EROSKI;P;dm;L-D: 24H
BALEARS (ILLES);POBLA (SA);POBLA (SA);07420;CARRETERA MURO KM. 0;I;3,029667;39,765472;1,169;1,079;0,679;;1,159;;;;1,289;;;;BP;P;dm;L-S: 06:00-21:00
BALEARS (ILLES);POLLENÇA;POLLENÇA;07460;CALLE JUAN XXIII, 133;I;3,077333;39,904694;1,159;1,079;;;1,169;;;;1,301;;;;BP PUERTO POLLENSA;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);POLLENÇA;POLLENÇA;07460;CALLE FUSTER, 35;D;3,030611;39,885639;1,129;1,049;;;;;;;;;;;GALP;P;dm;L-D: 06:00-22:00
BALEARS (ILLES);POLLENÇA;POLLENÇA;07460;CL CECILIO METELO-ESQ.PUIG MARI, S.;D;3,016083;39,873722;1,159;1,079;;;1,159;;;;1,299;;;;REPSOL;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);PORRERES;PORRERES;07260;CARRERA PM-503 KM. 5,5, ;N;3,019583;39,520056;1,179;1,089;0,813;;1,179;;;;1,319;;;;BP;P;dm;L-S: 06:00-20:30, D: 07:30-20:30
BALEARS (ILLES);SALINES (SES);SALINES (SES);07640;AVENIDA FRANCESC DE BORJA MOLL, 61;I;3,046389;39,341333;1,169;1,059;;;1,129;;;;;;;;CEPSA;P;OM;L-S: 08:00-14:00
BALEARS (ILLES);SALINES (SES);COLONIA DE SANT JORDI;07638;CALLE GABRIEL ROCA, 129;D;3,000056;39,320111;1,169;1,079;;;1,159;;;;1,349;;;;REPSOL;P;dm;L-D: 06:00-21:00
BALEARS (ILLES);SANT ANTONI DE PORTMANY;SANT ANTONI DE PORTMANY;07820;AVENIDA DOCTOR FLEMING, S/N;D;1,309222;38,972528;1,189;1,119;;;1,189;;;;1,329;;;;CEPSA;P;dm;L-D: 07:00-23:00
BALEARS (ILLES);SANT ANTONI DE PORTMANY;SANT ANTONI DE PORTMANY;07820;CALLE CERVANTES ESQUINA VELAZQUEZ, 44;D;1,297806;38,983500;1,189;1,119;;;;;;;;;;;CEPSA;P;OM;L-S: 07:00-20:00
BALEARS (ILLES);SANT ANTONI DE PORTMANY;SANT ANTONI DE PORTMANY;07820;CARRETERA C-731 KM. 13;I;1,331000;38,975056;1,189;1,119;;;1,189;;;;;;;;CEPSA;P;OM;L-S: 06:00-23:59, D: 07:00-22:00
BALEARS (ILLES);SANT ANTONI DE PORTMANY;SANT RAFEL;07816;CALLE DES LLAURADORS, 19;D;1,412750;38,942750;1,189;1,109;;;1,189;;;;1,329;;;;BP;P;dm;L-D: 07:00-23:00
BALEARS (ILLES);SANT ANTONI DE PORTMANY;SANT RAFEL;07816;CARRETERA C-731 KM. 7,15;D;1,397306;38,961306;1,189;1,109;0,919;;1,189;;;;1,329;;;0,655;REPSOL;P;dm;L: 24H
BALEARS (ILLES);SANT JOAN;SANT JOAN;07240;CARRETERA MA-15 KM. 36,6;D;3,067806;39,569833;1,169;1,079;0,779;;1,149;;;;1,299;;;;REPSOL;P;dm;L-D: 06:00-20:00
BALEARS (ILLES);SANT JOAN DE LABRITJA;SANT JOAN DE LABRITJA;07810;CARRETERA C-733 KM. 19,700;I;1,496222;39,070278;1,189;1,119;0,915;;;;;;1,329;;;;REPSOL;P;dm;L-S: 07:00-21:00, D: 08:00-21:00
BALEARS (ILLES);SANT JOSEP DE SA TALAIA;SANT JOSEP DE SA TALAIA;07830;CARRETERA PM-803 KM. 14,3;D;1,305611;38,921750;1,189;1,119;;;1,189;;;;;;;;CEPSA;P;OM;L-D: 06:00-22:00
BALEARS (ILLES);SANT JOSEP DE SA TALAIA;SANT JOSEP DE SA TALAIA;07830;CARRETERA AEROPUERTO KM. 4,5;D;1,392139;38,886028;1,189;1,119;;;1,209;;;;1,331;;;;BP SANT JORDI;P;OM;L-D: 24H
BALEARS (ILLES);SANT LLORENÇ DES CARDASSAR;SANT LLORENÇ DES CARDASSAR;07530;CARRETERA MA15 KM. 54,800;I;3,270694;39,600722;1,148;1,068;;;1,148;;;;1,288;;;;REPSOL;P;dm;L: 06:30-22:00
BALEARS (ILLES);SANT LLORENÇ DES CARDASSAR;SANT LLORENÇ DES CARDASSAR;07530;CARRETERA CARRET.PORTO CRISTO-SON SERVERA,KM.5,200 KM. 5,200;I;3,361611;39,580500;1,159;1,079;;;1,149;;;;1,299;;;;REPSOL;P;OM;L-S: 08:00-19:00
BALEARS (ILLES);SANT LLORENÇ DES CARDASSAR;SON MORO;07560;CALLE ES CARRERO, 0;D;3,382056;39,596250;1,149;1,068;;;1,158;;;;;;;;CEPSA;P;dm;L-D: 06:00-23:00
