Provincia;Municipio;Localidad;Codigo_postal;Direccion;Margen;Longitud;Latitud;Precio_gasolina_95;Precio_gasoleo_A;Precio_gasoleo_B;Precio_bioetanol;Precio_nuevo_gasoleo_A;Precio_biodiesel;Porc_ester_metilico;Porc_bioalcohol;Precio_gasolina_98;Precio_gas_natural_comprimido;Precio_gas_natural_licuado;Precio_gases_licuados_del_petroleo;Rotulo;Tipo_venta;Rem.;Horario
ÁLAVA;ALEGRÍA-DULANTZI;ALEGRIA-DULANTZI;01240;CALLE GASTEIZBIDEA, 59;D;-2,519194;42,842917;1,159;1,069;;;;;;;;;;;ES DULANTZI REPSOL;P;dm;L-D: 07:00-20:00
ÁLAVA;ALEGRÍA-DULANTZI;ALEGRIA-DULANTZI;01240;CL MANISITU, 9;D;-2,509361;42,846028;;1,039;0,726;;;;;;;;;;PREMIRA ENERGIA NORTE, S.L.;P;dm;L-D: 24H
ÁLAVA;AMURRIO;LARRINBE;01468;POLIGONO ZANKUETA, 0;D;-2,989111;43,044333;1,069;0,979;;;1,059;;;;1,189;;;;ESTACIONES GB;P;dm;L-D: 24H
ÁLAVA;AMURRIO;LEZAMA;01450;CARRETERA A-624 KM. 37,8;D;-2,967611;43,031889;1,149;1,065;;;1,125;;;;1,274;;;;CEPSA;P;OM;L-D: 06:00-22:00
ÁLAVA;ARRAIA-MAEZTU;MAEZTU/MAESTU;01120;CARRETERA A-132 VITORIA-ESTELLA KM. 23;I;-2,477917;42,753194;1,250;1,145;;;;;;;1,315;;;;(SIN RÓTULO);P;dm;L-D: 07:00-23:00
ÁLAVA;ARRAZUA-UBARRUNDIA;LUKO;01510;N-240-B km 11,8;D;-2,639528;42,941417;1,149;1,069;;;1,139;;;;1,274;;;;CEPSA;P;OM;L-D: 09:00-21:00
ÁLAVA;ARRAZUA-UBARRUNDIA;ZURBANO;01520;AUTOVIA N-1 km 358;N;-2,616361;42,876861;1,149;1,059;;;1,129;1,129;;;1,273;;;;AVIA;P;dm;L-D: 24H
ÁLAVA;ARTZINIEGA;ARTZINIEGA;01474;AVENIDA GARAY, 23;D;-3,122528;43,123361;1,125;1,045;0,635;;1,075;;;;1,255;;;;AVIA ;P;dm;L-V: 07:00-20:00
ÁLAVA;ASPARRENA;ARAIA;01250;CALLE DEIDA, 6;D;-2,312056;42,870861;;0,960;;;;;;;;;;;ADS;P;dm;L-D: 24H
ÁLAVA;ASPARRENA;ILARDUIA;01260;N-IA km 385,1;I;-2,278694;42,866417;1,119;1,029;;;1,089;;;;;;;;CEPSA;P;OM;L-D: 24H
ÁLAVA;CAMPEZO/KANPEZU;SANTA CRUZ CAMPEZO;01110;CR A-132  VITORIA-ESTELLA, 38,1;I;-2,357278;42,670222;1,070;0,949;0,710;;1,150;;;;;;;;PETRONOR;P;dm;L-V: 06:00-22:00, S: 06:30-14:00
ÁLAVA;ELBURGO/BURGELU;ELBURGO/BURGELU;01192;CARRETERA N-1 KM. 364,4;D;-2,518167;42,878556;1,139;1,059;0,729;;1,129;;;;1,263;;;0,665;REPSOL;P;OM;L-D: 06:00-22:00
ÁLAVA;IRUÑA OKA/IRUÑA DE OCA;NANCLARES DE LA OCA;01230;CALLE TRATADO DE PARIS, 6;D;-2,772250;42,823778;0,943;0,846;;;;;;;;;;;EUROCAM;P;dm;L-D: 24H
ÁLAVA;IRUÑA OKA/IRUÑA DE OCA;NANCLARES DE LA OCA;01230;CALLE TRATADO DE MAASTRICH, 1;D;-2,774750;42,825250;;0,846;0,799;;;;;;;;;;PETRONIEVES;P;dm;L-V: 06:00-21:00, S: 08:00-12:00, D: 24H
ÁLAVA;IRUÑA OKA/IRUÑA DE OCA;NANCLARES DE LA OCA;01230;CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA), 2;D;-2,770694;42,824389;;;;;;;;;;0,933;0,819;;NATURGY;P;dm;L-D: 24H
ÁLAVA;LABASTIDA;SALINILLAS DE BURADON;01212;CARRETERA N-124 KM. 35;I;-2,849833;42,635194;1,119;1,039;0,732;;1,089;;;;1,219;;;;REPSOL;P;OM;L-D: 09:00-14:00
ÁLAVA;LAGUARDIA;LAGUARDIA;01300;CARRETERA A-124 KM. 65;I;-2,578806;42,547639;1,119;1,059;0,773;;1,139;;;;;;;;REPSOL;P;OM;L-V: 07:00-21:45, S-D: 08:00-21:45
ÁLAVA;LANTARÓN;PUENTELARRÁ/LARRAZUBI;01423;CARRETERA A-2122 KM. 11;I;-3,045750;42,755583;0,990;0,890;;;;;;;;;;;AVIA;P;dm;L-D: 07:00-21:00
ÁLAVA;LLODIO;LAUDIO/LLODIO;01400;CL ARETA, 2;D;-2,951361;43,148639;1,139;1,059;;;1,139;;;;1,279;;;;PETRONOR;P;OM;L-D: 06:00-22:00
ÁLAVA;LLODIO;LAUDIO/LLODIO;01400;AVENIDA ZUMALACARREGUI (C.C. EROSKI), S/N;I;-2,968000;43,138000;1,069;0,989;;;1,069;;;;1,209;;;;EROSKI;P;dm;L-S: 07:30-21:30
ÁLAVA;OYÓN/OION;OYON-OION;01320;CARRETERA LOGROÑO KM. 10;D;-2,432278;42,490611;1,115;1,045;0,919;;;;;;1,245;;;;E.S. OION;P;dm;L-D: 07:00-23:00
ÁLAVA;RIBERA ALTA;POBES;01420;ACCESO A2622, 0;N;-2,901944;42,811250;1,139;1,025;0,659;;;;;;;;;;E.S. TOCALU S.L.;P;dm;L-D: 07:00-22:00
ÁLAVA;RIBERA BAJA/ERRIBERA BEITIA;IGAY;01213;AU AP-68, 63,5;I;-2,913222;42,741361;1,179;1,079;;;1,129;;;;1,279;;;;PETRONOR;P;OM;L-D: 24H
ÁLAVA;RIBERA BAJA/ERRIBERA BEITIA;IGAY;01213;AU AP-68, 63  D;D;-2,913306;42,743111;1,179;1,079;;;1,129;;;;1,279;;;;PETRONOR;P;OM;L-D: 24H
ÁLAVA;RIBERA BAJA/ERRIBERA BEITIA;RIBABELLOSA;01213;AVENIDA ALAVA, 12;D;-2,920667;42,692917;1,139;1,059;0,869;;1,139;1,229;;;1,279;;;;EESS DYNEFF;P;dm;L-D: 24H
ÁLAVA;RIBERA BAJA/ERRIBERA BEITIA;RIBABELLOSA;01213;CARRETERA N-I KM. 323;N;-2,906944;42,710639;1,159;1,079;;;1,159;;;;;;;0,715;SHELL;P;OM;L-D: 24H
ÁLAVA;RIBERA BAJA/ERRIBERA BEITIA;RIBABELLOSA;01213;POLIGONO SUI 1, (C.C. EROSKI), 1;N;-2,917639;42,704639;0,990;0,890;;;0,940;;;;1,090;;;;EROSKI;P;dm;L-S: 10:00-22:00
ÁLAVA;SALVATIERRA/AGURAIN;SALVATIERRA O AGURAIN;01200;CARRETERA ANTIGUA NACIONAL I KM. 375;N;-2,394583;42,848944;1,139;1,049;0,704;;1,139;;;;1,264;;;;GALP;P;OM;L-D: 06:00-22:00
ÁLAVA;SALVATIERRA/AGURAIN;SALVATIERRA O AGURAIN;01200;CALLE FUEROS S/N, SN;D;-2,379083;42,852694;0,969;0,869;0,499;;;;;;;;;;ALAVESA;P;dm;L-D: 24H
ÁLAVA;SALVATIERRA/AGURAIN;SALVATIERRA O AGURAIN;01200;CALLE ARIKRUZ, 6;N;-2,402028;42,849361;;1,059;0,800;;;;;;;;;;FUEL TRUCK;P;dm;L-D: 24H
ÁLAVA;SAN MILLÁN/DONEMILIAGA;DURRUMA/SAN ROMAN DE SAN;01207;CALLE DEIDA, 4;D;-2,314083;42,871167;;1,039;;;;;;;;;;;VALCARCE;P;dm;L-D: 24H
ÁLAVA;SAN MILLÁN/DONEMILIAGA;DURRUMA/SAN ROMAN DE SAN;01207;CALLE POLIGONO OKITURRI, 4;D;-2,324083;42,863583;1,141;1,075;0,745;;;1,075;;;;;;;IS-XXI;P;dm;L-D: 24H
ÁLAVA;SAN MILLÁN/DONEMILIAGA;DURRUMA/SAN ROMAN DE SAN;01207;POLIGONO OKITURRI, S/N;D;-2,320361;42,863500;1,141;1,059;0,745;;;;;;1,261;;;;ANDAMUR "SAN ROMAN";P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01002;CL PORTAL DE ELORRIAGA,17;D;-2,648306;42,849778;1,149;1,059;;;1,129;;;;1,273;;;0,665;REPSOL;P;OM;L-V: 06:00-22:00, S-D: 07:00-22:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01007;CALLE ALTO DE ARMENTIA, 10;D;-2,700972;42,837111;0,999;0,939;;;;;;;;;;;ARMENTIA;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01007;CALLE ALTO DE ARMENTIA, 2;N;-2,698917;42,836778;1,139;1,044;;;1,134;;;;1,419;;;;GALP;P;OM;L-V: 07:00-20:00, S-D: 09:00-14:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01008;CALLE PORTAL DE CASTILLA, 32;D;-2,682278;42,842833;1,149;1,069;;;1,149;;;;1,289;;;;REPSOL;P;OM;L-D: 06:30-22:30
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01010;ALIBARRA, 34;N;-2,710500;42,864944;1,145;1,055;;;1,135;;;;1,318;;;;AVIA;P;dm;L-V: 07:00-21:30
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01010;CALLE URARTEA, 23;D;-2,712722;42,863778;1,149;1,059;;;1,129;1,129;;;1,273;;;0,754;AVIA;P;dm;L-D: 06:30-22:30
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01010;CALLE BREMEN, 6;D;-2,708611;42,854694;0,999;0,939;;;;;;;;;;;EROSKI;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01010;AVENIDA DE LOS HUETOS, 64;D;-2,717833;42,857667;0,979;0,899;;;;;;;1,199;;;;GM OIL;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01010;AVENIDA MEDITERRANEO, 7;N;-2,693722;42,849028;1,220;1,069;;;1,123;;;;;;;;CEPSA;P;dm;L-D: 06:00-22:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01010;CALLE DUSSELDORF, 1;D;-2,709972;42,852417;1,149;1,069;;;1,123;;;;1,274;;;0,669;CEPSA;P;OM;L-V: 06:00-22:00, S-D: 07:00-22:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01010;AVENIDA AVDA. DE LOS HUETOS, 56;N;-2,716389;42,857194;1,135;1,055;0,800;;1,125;;;;1,265;;;;ONAINDIA;P;dm;L-D: 06:00-22:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01006;CALLE VENTA DE LA ESTRELLA, 3;D;-2,658222;42,836833;1,119;1,034;;;1,101;;;;1,244;;;;CEPSA;P;dm;L-D: 07:00-22:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01006;CALLE VENTA DE LA ESTRELLA, 5;D;-2,657611;42,837083;0,999;0,919;;;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01006;CL TRIANAS, 17;D;-2,664500;42,838722;1,149;1,069;;;1,149;;;;1,289;;;;REPSOL;P;OM;L-V: 08:00-13:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01006;CALLE JOSE MARIA IPARRAGUIRRE, 19;N;-2,660000;42,836667;1,149;1,069;;;1,149;;;;1,289;;;0,665;REPSOL;P;OM;L-D: 07:00-23:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;AV AVENIDA DEL CANTABRICO,8 -(PG PO;D;-2,660222;42,864667;1,139;1,059;;;1,129;;;;1,263;;;;REPSOL;P;OM;L-V: 06:30-22:30, S-D: 07:00-21:30
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE BETOÑO, 1;D;-2,661694;42,859278;1,139;1,059;;;1,129;;;;1,263;;;;PETRONOR;P;OM;L-D: 06:00-22:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE PORTAL DE ARRIAGA, 66;N;-2,678833;42,868611;1,135;1,055;;;1,125;;;;1,265;;;;ONAINDIA;P;dm;L-D: 06:00-23:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE ZARAMAGA, 1;N;-2,664278;42,860306;0,999;0,939;;;1,049;;;;;;;;EROSKI;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE PORTAL DE GAMARRA, 37;D;-2,658528;42,872639;0,999;0,919;;;;;;;1,199;;;;GAMARRA LOW COST;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE DEBA, 1;N;-2,656861;42,856194;1,149;1,059;;;1,149;;;;1,291;;;;BP  SALBURUA;P;OM;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE PORTAL DE GAMARRA, 7;I;-2,661139;42,865278;1,149;1,059;;;1,149;;;;1,291;;;;BP GAMARRA;P;OM;L-D: 06:00-22:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE PORTAL DE BERGARA, 2;N;-2,653139;42,864694;1,149;1,049;;;1,129;;;;1,289;;;;SHELL;P;OM;L-D: 05:00-23:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01013;CALLE PORTAL DE GAMARRA, 35;I;-2,658583;42,872556;0,999;0,919;;;;;;;;;;;PETROPRIX;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01195;CL AVENIDA HUETOS, 81;I;-2,721583;42,857472;1,139;1,079;;;1,159;;;;1,279;;;;PETRONOR;P;OM;L-D: 06:00-23:00
ÁLAVA;VITORIA-GASTEIZ;ABERASTURI;01193;CALLE VITORIALANDA, 12;D;-2,703306;42,860083;;;;;;;;;;0,900;;;EDP;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;SUBIJANA DE ALAVA;01195;CARRETERA NACIONAL 1 KM. 341,8;D;-2,778694;42,818944;1,159;1,075;;;1,155;;;;1,279;;;;CEPSA ;P;dm;L-V: 06:00-23:00, S: 06:00-22:00, D: 06:00-23:00
ÁLAVA;VITORIA-GASTEIZ;VITORIA-GASTEIZ;01015;POLIGONO P.I. JUNDIZ - C/ LERMANDABIDE, 8;N;-2,741917;42,845639;1,089;0,985;;;;;;;;;;;AVIA;P;dm;L-S: 06:00-22:30
ÁLAVA;VITORIA-GASTEIZ;ZUAZO DE VITORIA/ZUHATZU;01195;VIAL CTRA. N102 KM347, N102;I;-2,722278;42,829528;0,969;0,869;;;;;;;;;;;BEROIL;P;dm;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;ARANGUIZ;01196;AUTOVIA VITORIA-ATUBE KM. 6;D;-2,702278;42,895667;1,149;1,059;;;1,129;;;;1,273;;;;AVIA;P;dm;L-D: 06:00-22:00
ÁLAVA;VITORIA-GASTEIZ;LOPIDANA;01196;CR N-1, 350,5;D;-2,712472;42,877139;1,159;1,075;0,827;;1,155;;;;1,279;;;;REPSOL;P;OM;L-D: 24H
ÁLAVA;VITORIA-GASTEIZ;LOPIDANA;01196;CR N-1, 350,5;I;-2,714472;42,878694;1,159;1,075;0,827;;1,155;;;;1,279;;;0,665;REPSOL;P;OM;L-D: 24H
ÁLAVA;ZUIA;ALTUBE;01139;AU AP-68, 36;D;-2,873583;42,966472;1,179;1,079;;;1,129;;;;1,279;;;;REPSOL;P;OM;L-D: 06:00-23:00
ÁLAVA;ZUIA;ALTUBE;01139;AU AP-68, 36;I;-2,870083;42,966111;1,179;1,079;;;1,129;;;;1,279;;;0,695;PETRONOR;P;OM;L-D: 06:00-23:00
ÁLAVA;ZUIA;MURGIA;01130;N-622 km 20,3;D;-2,827722;42,961583;1,164;1,065;;;1,114;;;;1,289;;;;CEPSA;P;dm;L-V: 06:00-22:00, S: 07:00-22:00, D: 08:00-22:00
ALBACETE;ABENGIBRE;ABENGIBRE;02250;AVENIDA CASTILLA LA MANCHA, 26;D;-1,539167;39,211417;0,999;0,949;0,449;;;;;;;;;;Nº 10.935;P;dm;L-D: 07:00-22:00
ALBACETE;ALBACETE;ALBACETE;02001;CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5;I;-1,832000;39,054694;1,079;1,019;;;1,109;;;;1,221;;;;BP ROMICA;P;OM;L-D: 06:00-21:30
ALBACETE;ALBACETE;ALBACETE;02001;AVENIDA 1º DE MAYO, S/N;N;-1,868500;38,985667;1,049;0,969;;;0,999;;;;1,179;;;;CARREFOUR;P;dm;L-S: 08:00-22:00, D: 09:00-21:00
ALBACETE;ALBACETE;ALBACETE;02001;CALLE FEDERICO GARCIA LORCA, 1;D;-1,849833;39,000861;0,969;0,889;;;;;;;;;;;GHC ;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02005;AVENIDA MENÉNDEZ PIDAL, 58;N;-1,864917;39,003333;1,099;1,019;;;1,099;;;;1,199;;;;TAMOS;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02005;CL PASEO DE LA CUBA, 15;D;-1,854556;38,999722;1,089;1,039;;;1,119;;;;1,209;;;0,699;REPSOL;P;OM;L-D: 06:00-23:00
ALBACETE;ALBACETE;ALBACETE;02005;PASEO CUBA (LA), 36;N;-1,859917;39,005083;1,099;1,039;;;1,119;;;;1,219;;;0,729;CEPSA;P;dm;L-D: 06:30-22:30
ALBACETE;ALBACETE;ALBACETE;02002;CALLE HERMANOS FALCÓ, 2;D;-1,849028;38,989250;1,099;1,019;;;1,099;;;;1,199;;;;CEPSA;P;dm;L-D: 06:00-23:00
ALBACETE;ALBACETE;ALBACETE;02006;CR N-301, 244;I;-1,892972;39,027778;1,089;1,039;;;1,119;;;;1,219;;;;REPSOL;P;OM;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02006;PG CAMPOLLANO-P. 2-CT, S.N.;D;-1,874972;39,012583;1,089;1,039;;;1,119;;;;1,219;;;;REPSOL;P;OM;L-V: 06:00-22:00, S: 07:30-15:30, D: 09:00-15:00
ALBACETE;ALBACETE;ALBACETE;02006;CALLE CTRA. DE JAEN, 79;I;-1,883694;38,988111;1,089;1,029;;;1,099;;;;1,219;;;;REPSOL;P;dm;L-D: 06:00-23:00
ALBACETE;ALBACETE;ALBACETE;02006;CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N;N;-1,847361;38,988972;0,999;0,969;;;1,039;;;;1,199;;;;FAMILY ENERGY;P;dm;L-S: 07:00-23:00, D: 08:00-23:00
ALBACETE;ALBACETE;ALBACETE;02006;CARRETERA JAEN KM. 2;D;-1,871722;38,994667;1,089;1,019;;;1,079;;;;1,209;;;;REPSOL;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02006;CALLE ALMANSA, 2;I;-1,847083;38,984139;1,069;1,011;;;1,061;;;;1,194;;;;CEPSA;P;dm;L-D: 06:00-23:00
ALBACETE;ALBACETE;ALBACETE;02006;CARRETERA N-322 KM. 359;D;-1,845083;39,033139;1,079;1,019;;;1,089;;;;1,219;;;;REPSOL;P;dm;L-V: 07:00-14:00, S-D: 09:00-14:00
ALBACETE;ALBACETE;ALBACETE;02006;AVDA. DE LOS TOREROS, S/N;N;-1,869889;38,998222;1,029;0,969;;;1,019;;;;;;;;INPEALSA;P;dm;L-D: 07:00-21:00
ALBACETE;ALBACETE;ALBACETE;02006;AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N;N;-1,853306;38,982167;1,029;0,969;;;;;;;;;;;INPEALSA;P;dm;L-D: 07:00-23:00
ALBACETE;ALBACETE;ALBACETE;02006;CR N-322, 337,8;I;-2,031861;38,925833;1,129;1,049;0,765;;1,119;;;;1,279;;;;REPSOL;P;dm;L-D: 07:00-15:00
ALBACETE;ALBACETE;ALBACETE;02006;AVENIDA 1º DE MAYO, S/N;N;-1,866806;38,985194;;0,949;;;;;;;;;;;PETROCAMP;P;dm;L-D: 07:00-23:00
ALBACETE;ALBACETE;ALBACETE;02006;CARRETERA NACIONAL 322 PTO KM 347 KM. 347;D;-1,935500;38,965639;;0,949;;;;;;;;;;;P347;P;dm;L-S: 07:00-22:00
ALBACETE;ALBACETE;ALBACETE;02099;CARRETERA NACIONAL 301 KM. 256;D;-1,831639;38,929389;1,029;0,959;;;;;;;;;;;INPEALSA;P;dm;L-V: 06:00-18:00, S: 06:00-14:00
ALBACETE;ALBACETE;ALBACETE;02004;CARRETERA N-322 KM. 349;D;-1,919778;38,970167;1,209;1,109;;;1,209;;;;1,329;;;;CEPSA;P;dm;L-D: 24H
ALBACETE;ALBACETE;SANTA ANA;02328;AVENIDA PRINCIPE, 2;D;-1,994028;38,900944;1,079;1,019;0,716;;1,089;;;;1,179;;;;REPSOL;P;OM;L-D: 08:00-16:00
ALBACETE;ALBACETE;SALOBRAL (EL);02140;CM. 3203 km 14,1;D;-1,920500;38,867556;1,065;1,000;0,630;;;;;;1,185;;;;LOZANO;P;dm;L-D: 07:00-22:30
ALBACETE;ALBACETE;ALBACETE;02007;POLIGONO CAMPOLLANO, 55;N;-1,871361;39,015444;1,089;1,009;;;1,099;;;;1,199;;;;CEPSA;P;dm;L-V: 06:00-20:00, S-D: 09:00-14:00
ALBACETE;ALBACETE;ALBACETE;02007;AVENIDA 3ª ESQUINA C/ F Nº3, 3;N;-1,885694;39,009417;1,009;0,939;;;;;;;;;;;FAST & GAS;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02007;SECTOR PARCELA T-3 LOCAL52, 14;N;-1,878111;39,009639;0,986;0,921;;;0,949;;;;1,105;;;;ALCAMPO;P;dm;L-S: 06:00-23:00, D: 08:00-23:00
ALBACETE;ALBACETE;ALBACETE;02007;AVENIDA PRIMERA, 94;N;-1,893944;39,016361;1,029;0,959;;;1,009;;;;;;;;INPEALSA;P;dm;L-V: 06:00-18:00, S: 06:00-14:00
ALBACETE;ALBACETE;ALBACETE;02007;AVENIDA PRIMERA, S/N;D;-1,882056;39,022139;0,969;0,859;;;;;;;;;;;GMOIL;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02007;CARRETERA C-M 332 KM. 2,6;D;-1,831611;38,998111;1,129;1,049;0,899;;1,119;;;;1,309;;;;INLOCOR S.L. "CEPSA";P;dm;L-D: 06:00-23:30
ALBACETE;ALBACETE;ALBACETE;02007;AVENIDA 0, 48;D;-1,886278;39,021778;1,049;0,969;;;;;;;1,219;;;;ABOIL;P;dm;L-V: 07:00-14:00, S: 09:00-14:00
ALBACETE;ALBACETE;ALBACETE;02007;POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69;D;-1,874333;39,018000;1,039;0,989;;;1,059;;;;1,159;;;;ENERCOM CARBURANTES;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02007;MADRID-CARTAGENA km 248,5;D;-1,845278;38,971722;1,089;1,025;;;1,105;;;;1,209;;;;REPSOL. LOS ANGELES DE LA MANCHA, S.L.;P;OM;L-D: 06:00-22:00
ALBACETE;ALBACETE;ALBACETE;02007;MADRID-CARTAGENA km 248,5;I;-1,845306;38,971778;1,089;1,025;;;1,105;;;;1,209;;;;LOS ANGELES DE LA MANCHA;P;OM;L: 06:00-06:01
ALBACETE;ALBACETE;ALBACETE;02007;AUTOVIA A-31 KM. 69;I;-1,891361;39,031528;1,109;1,039;;;1,089;;;;1,209;;;0,699;REPSOL;P;OM;L-D: 06:00-22:00
ALBACETE;ALBACETE;ALBACETE;02007;AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67;N;-1,886556;39,021583;1,049;0,969;;;;;;;;;;;VALERO 24H;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02007;CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N;D;-1,888083;39,029583;;;;;;;;;;0,933;0,819;;NATURGY ES  GNV ALBACETE;P;dm;L-D: 24H
ALBACETE;ALBACETE;ALBACETE;02080;CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238;I;-1,873194;38,970778;1,068;0,988;;;;;;;;;;;AREA LOS LLANOS;P;dm;L-D: 07:00-22:00
ALBACETE;ALBACETE;ALBACETE;02080;POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N;D;-1,823639;38,969361;1,089;0,999;;;1,099;;;;1,199;;;;CEPSA;P;dm;L-D: 07:00-23:00
ALBACETE;ALBACETE;ALBACETE;02080;AUTOVIA A-30 KM. 239,4;D;-1,933250;39,059806;1,094;1,039;;;1,099;;;;1,219;;;;CEPSA;P;OM;L-V: 06:00-22:00
ALBACETE;ALBACETE;ALBACETE;02080;AUTOVIA A-30 KM. 239,4;I;-1,933056;39,060528;1,114;1,029;;;1,089;;;;1,239;;;;CEPSA;P;OM;L-D: 24H
ALBACETE;ALCADOZO;ALCADOZO;02124;CM-3203 km 41,9;I;-1,978917;38,646833;1,199;1,099;0,799;;1,189;;;;;;;;CEPSA;P;dm;L-D: 07:00-21:30
ALBACETE;ALCALÁ DEL JÚCAR;ALCALA DEL JUCAR;02210;CARRETERA CM-3201 47,1 KM. 47,1;D;-1,433222;39,203167;1,089;1,009;;;;;;;;;;;EL JUCAR;P;dm;L-V: 08:00-17:00, S-D: 09:00-16:00
ALBACETE;ALCARAZ;JARDIN (EL);02330;CARRETERA 322 KM. 302;I;-2,327639;38,808528;1,079;1,019;;;1,069;;;;;;;;REPSOL;P;OM;L-V: 07:00-17:00
ALBACETE;ALMANSA;ALMANSA;02640;CL AVDA. DE AYORA, S.N. A;D;-1,100528;38,874583;1,089;1,039;;;1,109;;;;1,229;;;0,665;REPSOL;P;OM;L-D: 06:00-22:00
ALBACETE;ALMANSA;ALMANSA;02640;AUTOVIA A-31 KM. 140;D;-1,175750;38,875028;1,079;1,014;;;1,094;;;;1,219;;;;SHELL;P;OM;L-D: 07:00-23:00
ALBACETE;ALMANSA;ALMANSA;02640;CARRETERA N-430 BADAJOZ A VALENCIA KM. 594;D;-1,027694;38,850278;1,019;0,939;0,609;;;;;;;;;;GASOLINERA LOW COST PENADES;P;dm;L-D: 24H
ALBACETE;ALMANSA;ALMANSA;02640;AUTOVIA A-31 KM. 143,350;I;-1,143722;38,878278;1,068;1,014;;;1,074;;;;1,193;;;;CEPSA;P;OM;L-D: 06:00-22:00
ALBACETE;ALMANSA;ALMANSA;02640;AVENIDA CIRCUNVALACION, 26;N;-1,084750;38,859944;1,065;1,014;;;1,074;;;;;;;;CEPSA;P;OM;L-J: 06:00-20:00, V-D: 06:00-21:00
ALBACETE;ALMANSA;ALMANSA;02640;AVENIDA MADRID, 11;N;-1,108000;38,871556;1,065;1,014;;;1,074;;;;;;;;CEPSA;P;OM;L-V: 07:00-19:00
ALBACETE;ALMANSA;ALMANSA;02640;AVENIDA CIRCUNVALACION, 9;N;-1,098889;38,879167;1,065;1,014;;;1,074;;;;1,190;;;;CEPSA;P;OM;L-D: 06:00-23:59
ALBACETE;ALMANSA;ALMANSA;02640;CALLE INFANTE DON JUAN MANUEL, 4;D;-1,101250;38,874583;1,019;0,939;;;;;;;;;;;QUALITY ALMANSA;P;dm;L-D: 24H
ALBACETE;ALPERA;ALPERA;02690;BONETE, S/Nº;N;-1,236552;38,958875;1,028;0,866;0,517;;;;;;;;;;COOPERATIVA SANTA CRUZ DE ALPERA;P;dm;L-D: 24H
